,name,context,code,red,green,blue
421,black,thes box bones journey find swift yankee clipper freight bellied clipper anchor shake sails steer straight toward boston,"(0, 0, 0)",0,0,0
422,black,f children blent sounds peaceful land liquid wash sea ships fighting sea envelop smoke icy cool far far north,"(0, 0, 0)",0,0,0
423,black,e white combs career high curling heard wind piping saw clouds saw arose mounted superb wild heart powerful,"(0, 0, 0)",0,0,0
424,black,witness around day sea risen wind piping pipe death clouds lo deeps unfathomable something deadly savage manhattan rising,"(0, 0, 0)",0,0,0
425,black,provided washington also city ships city ships ships fierce ships beautiful sharp bow steam ships sail ships c,"(0, 0, 0)",0,0,0
426,black,writes dear son stricken mother soul swims eyes flashes catches main words sentences broken gunshot wound breast cavalry ski,"(0, 0, 0)",0,0,0
427,black,son dead mother needs better thin form presently drest day meals untouch night fitfully sleeping often waking midnigh,"(0, 0, 0)",0,0,0
428,black,minute see sight beyond pictures poems ever made shadows deepest deepest lit moving candles lamps one great pitchy torch stationary wild red,"(0, 0, 0)",0,0,0
429,black,old worn marching noticing nothing give shores wharves heavy fringed ships intense life full repletion varied life theat,"(0, 0, 0)",0,0,0
430,black,fallen star shades night moody tearful night great star disappear murk hides star cruel hands hold powerless helpless soul har,"(0, 0, 0)",0,0,0
431,black,great cloud darkening land pomp inloop flags cities draped show states crape veil women standing procession,"(0, 0, 0)",0,0,0
432,black,cool transparent night watch pass lost netherward night soul trouble dissatisfied sank sad orb concluded,"(0, 0, 0)",0,0,0
433,black,among enveloping rest appear cloud appear long trail knew death thought sacred knowledge death knowl,"(0, 0, 0)",0,0,0
434,black,ds others spearing salmon canoe dim shadowy thing moves across water bearing torch ablaze prow star france star france,"(0, 0, 0)",0,0,0
435,black,ous union thee singing bird divine thee coil evil times country craft dismay every meanness treason thrust upon thee common marvel beheld par,"(0, 0, 0)",0,0,0
436,black,carried bundle rushes rush bottoming chairs hair straight shiny coarse profuse half envelop face step free elastic voice sounded,"(0, 0, 0)",0,0,0
437,black,ars see one building house serves longer slow moving lines creep whole earth never cease burial lines,"(0, 0, 0)",0,0,0
438,black,drunkards informers mean persons one iota thereof eluded slow moving lines go ceaselessly earth northerner goes carried southerner goes carried,"(0, 0, 0)",0,0,0
439,black,brother slaves crafty despised drudge ignorant sudra face worn brow depths heart proud lifted always whoever scorning,"(0, 0, 0)",0,0,0
440,black,ia georgia tennessee texas uplands florida glades saguenay stream wide blue spread huron presentment yellowstone scenes yose,"(0, 0, 0)",0,0,0
441,black,r descent master word spoken except one red white deific house ovum comes forth thousand years spots,"(0, 0, 0)",0,0,0
442,black,ay declining thee thy panoply thy measur dual throbbing thy beat convulsive thy cylindric body golden brass silvery steel thy ponderous side bars parallel conne,"(0, 0, 0)",0,0,0
443,black,llas countless masts white shore steamers lighters ferry boats sea steamers well model town streets jobbers houses business,"(0, 0, 0)",0,0,0
444,black,export individual bookmark folders bookmark manager search bug results box unable display news stories correctly text running page moz make export import spec,"(0, 0, 0)",0,0,0
445,black,security warning appears twice add ui set default languages web pages black text background http selects tenth tab instead returning zoom tab bar clos,"(0, 0, 0)",0,0,0
446,black,way browse back previous site like opera rewind bookmarks toolbar text drawn installer mozilla firebird needs installer operating systems bookmarks,"(0, 0, 0)",0,0,0
447,black,anything phoenix shares system preferences mozilla tab bar color hardcoded instead defined windows tab text color slow page loading high cpu usage acc,"(0, 0, 0)",0,0,0
448,black,g appears phoenix win build crashes starting error flashes every time page loads themes switchable build id titlebar phoenix crashes st,"(0, 0, 0)",0,0,0
449,black,f disk space release disk space browser quit background redraw flashes redraw phoenix background phoenix shows xml parsing error accessing https ur,"(0, 0, 0)",0,0,0
450,black,k open new tab os x firebird border bookmark bar sometime becomes partly instead whole sidebar persists autoscroll image profile manager,"(0, 0, 0)",0,0,0
451,black,x firebird border bookmark bar sometime becomes partly instead whole sidebar persists autoscroll image profile manager existing pr,"(0, 0, 0)",0,0,0
452,black,arrow autocomplete put cursor end url gif become partly shifted window prefix http postfix added even,"(0, 0, 0)",0,0,0
453,black,der forget collapse rollover link cursor link destination text always conform windows theme currently use proxy credentials lost p,"(0, 0, 0)",0,0,0
454,black,w html url html description tags work correctly flash movies show border top left windows spawned download manager closed downloa,"(0, 0, 0)",0,0,0
455,black,rectly beos firebird displays element instead always top option proxy repeated passwor,"(0, 0, 0)",0,0,0
456,black,password stored windows color scheme selected high contrast privacy highlighted unreadable click address bar autocomplete,"(0, 0, 0)",0,0,0
457,black,folder application data mozilla location svg plugin first seconds shows area firfox version string reads stylesheets import new windows automatically scoote,"(0, 0, 0)",0,0,0
458,black,links work browser windows open firefox crashes opening downloadwindow firefox set default browser current use,"(0, 0, 0)",0,0,0
459,black,pay want delete saved information one single input field see little border top left borders play flash object options downloads ui widen file,"(0, 0, 0)",0,0,0
460,black,rk importing network proxy server port stored wrong firebird certain jpg images display nightbuilds run crash trying load google groups beta confusing rename wi,"(0, 0, 0)",0,0,0
461,black,tion showing applet wont go away see frames pictures whole site onmouseout code image executres mouse stops moving image install ig,"(0, 0, 0)",0,0,0
462,black,nning tools options text selected tab left difficult read high contrast color scheme graphic light text rather tham white crashes go,"(0, 0, 0)",0,0,0
463,black,ult read high contrast color scheme graphic light text rather tham white crashes going http firefox show elements inside extensio,"(0, 0, 0)",0,0,0
464,black,asked cut hawk cut sunday going dye orange tips girl halloween bit late girl yeah look good,"(0, 0, 0)",0,0,0
465,black,nd said many maggots turkey guy dog racist scared people also hates people dogs girl even mean guy p,"(0, 0, 0)",0,0,0
466,black,turkey guy dog racist scared people also hates people dogs girl even mean guy pugs hobo hey spare ce,"(0, 0, 0)",0,0,0
467,black,like saying red ninjas blue ninjas green ninjas obviously ninjas dude hell would want green ninja dude maybe,"(0, 0, 0)",0,0,0
468,black,suit would hurt speak respectably others man nigga looks dat must paint yo skin suit never mind apolog,"(0, 0, 0)",0,0,0
469,black,ld hurt speak respectably others man nigga looks dat must paint yo skin suit never mind apologize sorry,"(0, 0, 0)",0,0,0
470,black,espectably others man nigga looks dat must paint yo skin suit never mind apologize sorry man sorry say,"(0, 0, 0)",0,0,0
471,black,friend let tell something white man done took world back days man ruled world called name pharaoh teen boy fellas fellas keep good,"(0, 0, 0)",0,0,0
472,black,name pharaoh teen boy fellas fellas keep good work seriously love people trying say africa sun commodity,"(0, 0, 0)",0,0,0
473,black,slavery shit see trying say see uncle toms every day people trying work see trying say black guy gon na knock moth,"(0, 0, 0)",0,0,0
474,black,fuck girl body white guy sucks bad black guy people suck black woman ghetto black woman yeah ghetto ghetto white,"(0, 0, 0)",0,0,0
475,black,former guy white people nothing afraid three men hurt b girl could believe shit black people,"(0, 0, 0)",0,0,0
476,black,e crazy lady hey girls careful know problem people look people look street keeps gett,"(0, 0, 0)",0,0,0
477,black,ou careful know problem people look people look street keeps getting worse coming girl,"(0, 0, 0)",0,0,0
478,black,lem people look people look street keeps getting worse coming girl oh wan na make homemade caramel,"(0, 0, 0)",0,0,0
479,black,se coming girl oh wan na make homemade caramel apples guy called people tourist dad tourist mom yasser arafat tourist da,"(0, 0, 0)",0,0,0
480,black,love love somebody pretend love jamaican hobo bet talk people home want get heaven well want get heav,"(0, 0, 0)",0,0,0
481,black,want get heaven well want get heaven got talk us people china song chinese hobo anyone,"(0, 0, 0)",0,0,0
482,black,bitches united states chick owed shirt bitches owe nothin white folks owed shirt slavery,"(0, 0, 0)",0,0,0
483,black,social person guy join club teacher lady deep deep girl black like soul teacher lady maybe try pencil girl wait w,"(0, 0, 0)",0,0,0
484,black,teacher lady maybe try pencil girl wait say girl like soul girl get kitty guy hook anyone new year,"(0, 0, 0)",0,0,0
485,black,guy wearing tuxedo pants jon stewart want raise baby formally tie house woman excuse restroom usher guy sixth seat rig,"(0, 0, 0)",0,0,0
486,black,nce kill questions asked people know hobo see suspicious package train pick see large package seat,"(0, 0, 0)",0,0,0
487,black,see suspicious package train pick see large package seat leave worry bomb riding train fo,"(0, 0, 0)",0,0,0
488,black,e delivery chick thought ghetto seen like single person mom honey train station crowded call grand centr,"(0, 0, 0)",0,0,0
489,black,gon na next color living room walls like god nosebleed guy take man home surprise family girl saturday day hell recollection,"(0, 0, 0)",0,0,0
490,black,favorite color green uh looks like trees mom imagine would feel invisible suit wear bright red underwear birt,"(0, 0, 0)",0,0,0
491,black,want take bus takes forever also see train coming hole queer must white puerto rican would slapp,"(0, 0, 0)",0,0,0
492,black,white puerto rican would slapped mom already go night girl feel like vagina wet enough wo get aids,"(0, 0, 0)",0,0,0
493,black,hout knowing simone de beauvoir guy guys eastern europe guys good basketball dad natural selection guy dad fight,"(0, 0, 0)",0,0,0
494,black,might guy girl like going one ends dildo gross veiny ugh queer motherf,"(0, 0, 0)",0,0,0
495,black,like possessed shit ca leave people hipster guy two guys fucking two white bitches martin luther king day shit trippy bet,"(0, 0, 0)",0,0,0
496,black,dude yeah holding onto tight knuckles turning white mean tight grip knuckles turn white guyy name grah,"(0, 0, 0)",0,0,0
497,black,e eggplants guy hairy guy yeah hairs like long guy fucking sick teen girl got doctor appointment school,"(0, 0, 0)",0,0,0
498,black,rk hitting lot lately girl mexican girl white something mailwoman zip code gave michigan lady,"(0, 0, 0)",0,0,0
499,black,lk friend guy see woman looked us like never seen man girl said front n guy yo africans,"(0, 0, 0)",0,0,0
500,black,girl said front n guy yo africans asians gon na many us black man cell r,"(0, 0, 0)",0,0,0
501,black,said front n guy yo africans asians gon na many us black man cell racist fuckers,"(0, 0, 0)",0,0,0
502,black,fucker bin laden bitch god squad guy get best reaction people spiritual got one us us one p,"(0, 0, 0)",0,0,0
503,black,one person different shade white different shade drunk guy fuckin cops everywhere worst ones wonder everyone,"(0, 0, 0)",0,0,0
504,black,different shade drunk guy fuckin cops everywhere worst ones wonder everyone hates black chick four generations slavery comma,"(0, 0, 0)",0,0,0
505,black,nd robot army guy cell okay telling give time mean like girl apartment soap little,"(0, 0, 0)",0,0,0
506,black,ell least intellectual equivalents girl girl guy like little boy pants tight balls asth,"(0, 0, 0)",0,0,0
507,black,al equivalents girl girl guy like little boy pants tight balls asthma little boy,"(0, 0, 0)",0,0,0
508,black,woman supposed watch lesbian show one watch shows either black chick sit see ass ai cool unless,"(0, 0, 0)",0,0,0
509,black,ese something girl normal guy wearing jeans hair chick asian guy thought normal girl wish,"(0, 0, 0)",0,0,0
510,black,lot chick watch lackawanna blues tonight chick ca watch another movie watched one last night chick watch last night chick blac,"(0, 0, 0)",0,0,0
511,black,ou walking dogs called lawyer guy well never seen bear could suck cock seen one take shit guy reason,"(0, 0, 0)",0,0,0
512,black,mouth teen girl jesus white sorry sorry dad nappy hair think son gon na look like hobo want see uglies,"(0, 0, 0)",0,0,0
513,black,treet girl one way girl dude walking hobo go never go back girl oh hipster guy ever walked way av,"(0, 0, 0)",0,0,0
514,black,ith shit head day dude yo like tenth person seen today cross painted head girl lent giving chocolate facebook girl,"(0, 0, 0)",0,0,0
515,black,told white guy look like white guy really hot white guy mean white guy white guy bu,"(0, 0, 0)",0,0,0
516,black,mean white guy white guy said white guy right sicilian neither african american white guy,"(0, 0, 0)",0,0,0
517,black,wanted let know walking outside station large man grabbed shook started saying something crazy mta lady take anythi,"(0, 0, 0)",0,0,0
518,black,myspace girl picture underwear woman know new pink hear woman yeah chose respond woman,"(0, 0, 0)",0,0,0
519,black,want fucking gerber baby ok friend new mother infant babies look great know woman actually started talking twins much,"(0, 0, 0)",0,0,0
520,black,fuck bro east village smells like feet unemployment indian food older gentleman suit hey man help arab guy limo smiles says nothing b,"(0, 0, 0)",0,0,0
521,black,car girl laughing laughing little white penis condom girl yeah chris penis crooked told could never wear one,"(0, 0, 0)",0,0,0
522,black,girl cell seriously george gained twenty pounds la every guy city ca stop talking ass guy slowly driving waving wi,"(0, 0, 0)",0,0,0
523,black,walk rain important person creepy white teacher people started spread harlem people five boroughs hob,"(0, 0, 0)",0,0,0
524,black,creepy white teacher people started spread harlem people five boroughs hobo parked mini cooper hate car racist car,"(0, 0, 0)",0,0,0
525,black,look like children know asian white girl really smallest guy ever fucked believe fucked plenty guys black guy asia,"(0, 0, 0)",0,0,0
526,black,really smallest guy ever fucked believe fucked plenty guys black guy asian woman fucking taught people martial arts egypt wel,"(0, 0, 0)",0,0,0
527,black,white guy oooh girl dat ass big round like hit ground passing male give cracker white guy got ta listen like time,"(0, 0, 0)",0,0,0
528,black,uy got ta listen like time syphilis man shit jewish girl friend want boyfriend turned really ghetto start wear b,"(0, 0, 0)",0,0,0
529,black,en like time syphilis man shit jewish girl friend want boyfriend turned really ghetto start wear baby phat like,"(0, 0, 0)",0,0,0
530,black,ever hear talking anthony weiner appears staff get chevy impala tints spoiler stoned kid dude anthony weiner stoned kid,"(0, 0, 0)",0,0,0
531,black,full facing titties ca latino woman younger woman listen got rights ok mean time care,"(0, 0, 0)",0,0,0
532,black,ou south bronx papi white guy holy shit get fuck guy laughs walks away getting crowded e rush hour couple long island fo,"(0, 0, 0)",0,0,0
533,black,k avril yuppie tween avril like woah yuppie tween ashlee hair sings life yuppie tween avril hard core sometimes,"(0, 0, 0)",0,0,0
534,black,n animals minerals vegetables kind thing girl uh lights tunnels construction feel like club something,"(0, 0, 0)",0,0,0
535,black,hrough aisle hispanic guy problem ca see dark cuz thing see white everybody white asian guy te,"(0, 0, 0)",0,0,0
536,black,eah feel cooch blonde preteen braces know weird converted friend annoyed stare judaism blonde potato tomato,"(0, 0, 0)",0,0,0
537,black,girl bathroom right girl want hands old dude problem james letting pride go head white college kid w,"(0, 0, 0)",0,0,0
538,black,james white hip girl know funny like date sex italian men ca eat dark meat white hip girl wow really weird,"(0, 0, 0)",0,0,0
539,black,vie even yet student later b stay white let man bite b ok alex stay take wallet young guy,"(0, 0, 0)",0,0,0
540,black,student later b stay white let man bite b ok alex stay take wallet young guy anything cinco de mayo young,"(0, 0, 0)",0,0,0
541,black,read come crib read every morning bunch high school kids ghetto garb pass two preppily dressed white girls make loud catcalls,"(0, 0, 0)",0,0,0
542,black,go watch bankruptcy court yesterday intern like intern everyone except kind felt like ride subway night fat hipster yeah w,"(0, 0, 0)",0,0,0
543,black,girls really fabulous boys guy married right woman yes guy ugly anyways right hot queer suit swear one thing goes wrong,"(0, 0, 0)",0,0,0
544,black,egnant harder pregnant woman standing subway stares young guy took last seat young guy want lady get wa,"(0, 0, 0)",0,0,0
545,black,nant woman standing subway stares young guy took last seat young guy want lady get way girl cell yeah baby,"(0, 0, 0)",0,0,0
546,black,dred tenth white girl cell ca take subway man man stabbings killings man man yeah man kn,"(0, 0, 0)",0,0,0
547,black,father day old veteran oh well maybe saigon large man cell figured happened ebony drug house first lesb,"(0, 0, 0)",0,0,0
548,black,ypsy cab fuck rather drag friend home face pay ten dollars old lady oh lord satan children walking streets goth kid shut fuck rosa pa,"(0, 0, 0)",0,0,0
549,black,college soon asking black woman cut front white woman see black woman see h,"(0, 0, 0)",0,0,0
550,black,woman see black woman see suit cell got topical headache medicine know cream com,"(0, 0, 0)",0,0,0
551,black,shes others around real tyrant guess named osama old man damn son ai gon na live age keep goin around callin people,"(0, 0, 0)",0,0,0
552,black,afraid new york snappy white woman long island group noisy kids baby carriage guys getting bus need know,"(0, 0, 0)",0,0,0
553,black,son class start saying african american like fuck say time saying african american man facial hair,"(0, 0, 0)",0,0,0
554,black,class start saying african american like fuck say time saying african american man facial hair,"(0, 0, 0)",0,0,0
555,black,ss start saying african american like fuck say time saying african american man facial hair,"(0, 0, 0)",0,0,0
556,black,ps young white woman yeah living new york like living stairmaster woman amen sister puerto rican teenager hanging homies yo gim bike hi,"(0, 0, 0)",0,0,0
557,black,ie boy michael jackson sucks tweenie boy well hear music tweenie boy michael jackson mother little girl eat vegetables little,"(0, 0, 0)",0,0,0
558,black,columbia white hipster yeah moved place bushwick guy like five miles white hipsters stare white hipster mid,"(0, 0, 0)",0,0,0
559,black,directors know directors oh mean producers black woman woman real cute phone nigger without job guy dunno,"(0, 0, 0)",0,0,0
560,black,e poster wan na see foreign shit fuck woman white dog woman dog barking used seeing kind dog teen boy,"(0, 0, 0)",0,0,0
561,black,ave heard camera work really bad white anything best part herod big fat sings funny,"(0, 0, 0)",0,0,0
562,black,ld eat queer great shoes woman thanks star jones queer soul preppy chick would want work prison th,"(0, 0, 0)",0,0,0
563,black,gosh look guy wearing girl tourist ew blue jacket striped shirt pants brown shoes socks terrible girl tourist yeah,"(0, 0, 0)",0,0,0
564,black,key jack holds cloth crew crowd forward among crew chinese man man beard white bearded man large hat jack sparrow gentlemen wha,"(0, 0, 0)",0,0,0
565,black,holds cloth crew crowd forward among crew chinese man man beard white bearded man large hat jack sparrow gentlemen keys le,"(0, 0, 0)",0,0,0
566,black,among crew chinese man man beard white bearded man large hat jack sparrow gentlemen keys leech keys unlock gibbs,"(0, 0, 0)",0,0,0
567,black,jones might release said terrible beastie jack looks palm left hand spot boils view jack looks bootstrap disappeared scene black pearl,"(0, 0, 0)",0,0,0
568,black,selle find give message giselle slaps face man shrimper sitting dock mending nets background bunch,"(0, 0, 0)",0,0,0
569,black,mmm delicious long pork say jack find ship dere ship wit sails scene cannibal island beach black pearl seen stranded beach spygl,"(0, 0, 0)",0,0,0
570,black,jack shows right hand untouched tia unwraps bandage left hand spot jack left hand revealed gibbs uhhh spot gibbs quickly wipes hi,"(0, 0, 0)",0,0,0
571,black,andage left hand spot jack left hand revealed gibbs uhhh spot gibbs quickly wipes hands chest spins around left spits,"(0, 0, 0)",0,0,0
572,black,rom crewmember jones ship jack looks hand covered slime spot disappears effect slime jack sparrow oh gibbs gibbs aye ja,"(0, 0, 0)",0,0,0
573,black,ill put position would compromise honor jack stares horror spot boils back view hand elizabeth notice elizabeth swann proud,"(0, 0, 0)",0,0,0
574,black,medium depth well put together early drinking reasonably taut liquorice cherry nose charming early drinking occasional glimpses bacon fat raspberry,"(0, 0, 0)",0,0,0
575,black,ile chunky without complexity really classy dense young colour intense cherry nose despite concentration fruit silky palate,"(0, 0, 0)",0,0,0
576,black,condition wo score rated half dark tarry amber colour lovely treacle nose theme alsace white preferably side richness spa,"(0, 0, 0)",0,0,0
577,black,ting demands increased military police spending pressing need funds housing education finance minister barend du plessis expected raise significantly th,"(0, 0, 0)",0,0,0
578,black,roducer last year paid mln dlrs columbian chemicals co maker carbon used rubber tires among products purchase part strategic pl,"(0, 0, 0)",0,0,0
579,black,copper producer last year paid mln dlrs columbian chemicals co makes carbon used rubber tires purchase part strategic plan diversify match,"(0, 0, 0)",0,0,0
580,black,misphere rank xerox said workforce rank xerox south africa pct colored asian company become wholly owned unit altron,"(0, 0, 0)",0,0,0
581,black,tribal homeland mainly chemical workers industrial union said fears,"(0, 0, 0)",0,0,0
582,black,chemical workers industrial union said fears planned move bophuthatswana homeland,"(0, 0, 0)",0,0,0
583,black,strongly great banker said malaysia current account expected central bank projecting mln ringgit surplus compared last year billio,"(0, 0, 0)",0,0,0
584,black,miners killed two injured rock fall three km underground south african g,"(0, 0, 0)",0,0,0
585,black,foreigners china circulate widely among local residents big market currency though theoretically par ordinary chinese currency,"(0, 0, 0)",0,0,0
586,black,workers killed seven injured fighting south african zinc refinery last night,"(0, 0, 0)",0,0,0
587,black,etary growth time added seipp said grounds paint picture german economy since company profitability improved recent years,"(0, 0, 0)",0,0,0
588,black,ofits mln dlrs revenues billion dlrs also expecting first quarter heminghaus added first quarter refinin,"(0, 0, 0)",0,0,0
589,black,miners returned work industrial action south africa largest gold mine,"(0, 0, 0)",0,0,0
590,black,f mineworkers num south africa biggest trade union claims membership workers failed establish cause worker dissatisfaction acknowledged,"(0, 0, 0)",0,0,0
591,black,last year first time since parent company net profit mln francs agains,"(0, 0, 0)",0,0,0
592,black,sify tea products producing ctc tea main component tea bags production green teas forecast embassy report rise tonnes calendar,"(0, 0, 0)",0,0,0
593,black,mineworkers roared support union proposal seize control south africa gold urani,"(0, 0, 0)",0,0,0
594,black,workers miners attended rally endorse moves proposed last week,"(0, 0, 0)",0,0,0
595,black,udf claims two mln members also shouted support demand jailed nationalist leader nelson mandela released,"(0, 0, 0)",0,0,0
596,black,remittances smaller units simply remit money taiwan flourishing currency market bankers said controls announced march panic reaction pre,"(0, 0, 0)",0,0,0
597,black,creole pigs banned island nation since,"(0, 0, 0)",0,0,0
598,black,said mine monthly output expected consist tonnes gold ore ore consists copper lead zinc ores company survey shows gold ore contai,"(0, 0, 0)",0,0,0
599,black,said proven gold ore reserves amount tonnes estimated reserves gold ores total one mln tonnes added,"(0, 0, 0)",0,0,0
600,black,miners went strike south african gold coal mines national union mineworkers,"(0, 0, 0)",0,0,0
601,black,perations accomplished great deal said company move carbon product used tires provide steady earnings although rapid growth,"(0, 0, 0)",0,0,0
602,black,workers returned work staging strikes two mines monday national uni,"(0, 0, 0)",0,0,0
603,black,workers returned work staging strikes two mines monday national uni,"(0, 0, 0)",0,0,0
604,black,cent accumulated debts currently one ec steel companies ministers afternoon trying agree joint statement eurofer plan si,"(0, 0, 0)",0,0,0
605,black,state enterprises losing hundreds mlns dlrs currency traded market times official rate paz estenssoro froze public sector wages set,"(0, 0, 0)",0,0,0
606,black,bumper harvests reduced rural inflation urban prices already reflected naira market value currency allowed find true level last september,"(0, 0, 0)",0,0,0
607,black,amber coloured beetles destroy potato field day females lay egg,"(0, 0, 0)",0,0,0
608,black,lar foreign visitors remittances expatriate workers dealers khartoum thriving market said dollar sold pounds today stringent import regulations,"(0, 0, 0)",0,0,0
609,black,stringent import regulations government increasingly short foreign currency market dollars used finance smuggled imports neighbouring countries mainly egypt,"(0, 0, 0)",0,0,0
610,blue,f sort emma particularly admired short plump fair fine bloom eyes light hair regular features look great sweetness end th,"(0, 0, 255)",0,0,255
611,blue,must good sense deserve encouragement encouragement given soft eyes natural graces wasted inferior society highbury,"(0, 0, 255)",0,0,255
612,blue,ing situation life leisure powers busy admiring soft eyes talking listening forming schemes betweens e,"(0, 0, 255)",0,0,255
613,blue,convince wanted plain muslin use look figured ribbon ever beautiful would still never match yellow pattern last al,"(0, 0, 255)",0,0,255
614,blue,als portraits wainscot could gentlemen brown velvet ladies satin seen going conscious overthrow order nea,"(0, 0, 255)",0,0,255
615,blue,er adieus cobb anne found captain benwick drawing near lord byron dark seas could fail brought forward present view gladly gave al,"(0, 0, 255)",0,0,255
616,blue,together gaily ascended downs rejoicing penetration every glimpse sky caught faces animating gales high south westerly wind,"(0, 0, 255)",0,0,255
617,blue,offering ye shall take gold silver brass purple scarlet fine linen goats hair rams skins dyed red,"(0, 0, 255)",0,0,255
618,blue,unt moreover thou shalt make tabernacle ten curtains fine twined linen purple scarlet cherubims cunning work shalt thou make len,"(0, 0, 255)",0,0,255
619,blue,r five curtains shall coupled one another thou shalt make loops upon edge one curtain selvedge coupling likewise shalt thou make,"(0, 0, 255)",0,0,255
620,blue,fashion thereof shewed thee mount thou shalt make vail purple scarlet fine twined linen cunning work cherubims shall,"(0, 0, 255)",0,0,255
621,blue,table north side thou shalt make hanging door tent purple scarlet fine twined linen wrought needlework thou,"(0, 0, 255)",0,0,255
622,blue,r sockets three gate court shall hanging twenty cubits purple scarlet fine twined linen wrought needlework pillars,"(0, 0, 255)",0,0,255
623,blue,may minister unto priest office shall take gold purple scarlet fine linen shall make ephod gold b,"(0, 0, 255)",0,0,255
624,blue,e purple scarlet fine linen shall make ephod gold purple scarlet fine twined linen cunning work shall,"(0, 0, 255)",0,0,255
625,blue,hod upon shall according work thereof even gold purple scarlet fine twined linen thou shalt take two onyx stones,"(0, 0, 255)",0,0,255
626,blue,ate judgment cunning work work ephod thou shalt make gold purple scarlet fine twined linen shalt thou make foursq,"(0, 0, 255)",0,0,255
627,blue,shall bind breastplate rings thereof unto rings ephod lace may curious girdle ephod breastplate loosed f,"(0, 0, 255)",0,0,255
628,blue,heart lord continually thou shalt make robe ephod shall hole top midst thereof shall bi,"(0, 0, 255)",0,0,255
629,blue,rent beneath upon hem thou shalt make pomegranates purple scarlet round hem thereof bells gold r,"(0, 0, 255)",0,0,255
630,blue,like engravings signet holiness lord thou shalt put lace may upon mitre upon forefront mitre shall,"(0, 0, 255)",0,0,255
631,blue,g heart let bring offering lord gold silver brass purple scarlet fine linen goats hair rams skins dyed red,"(0, 0, 255)",0,0,255
632,blue,offered offered offering gold unto lord every man found purple scarlet fine linen goats hair red skins rams badg,"(0, 0, 255)",0,0,255
633,blue,wise hearted spin hands brought spun purple scarlet fine linen women whose heart stir,"(0, 0, 255)",0,0,255
634,blue,k manner work engraver cunning workman embroiderer purple scarlet fine linen weaver even w,"(0, 0, 255)",0,0,255
635,blue,n among wrought work tabernacle made ten curtains fine twined linen purple scarlet cherubims cunning work made length,"(0, 0, 255)",0,0,255
636,blue,another five curtains coupled one unto another made loops edge one curtain selvedge coupling likewise made uttermost,"(0, 0, 255)",0,0,255
637,blue,gold places bars overlaid bars gold made vail purple scarlet fine twined linen cherubims made cunning work,"(0, 0, 255)",0,0,255
638,blue,cast four sockets silver made hanging tabernacle door purple scarlet fine twined linen needlework five pillars,"(0, 0, 255)",0,0,255
639,blue,filleted silver hanging gate court needlework purple scarlet fine twined linen twenty cubits length h,"(0, 0, 255)",0,0,255
640,blue,ahisamach tribe dan engraver cunning workman embroiderer purple scarlet fine linen gold occupied th,"(0, 0, 255)",0,0,255
641,blue,nd pins tabernacle pins court round purple scarlet made cloths service service holy place,"(0, 0, 255)",0,0,255
642,blue,holy garments aaron lord commanded moses made ephod gold purple scarlet fine twined linen beat gold thin,"(0, 0, 255)",0,0,255
643,blue,beat gold thin plates cut wires work purple scarlet fine linen cunning work,"(0, 0, 255)",0,0,255
644,blue,dle ephod upon according work thereof gold purple scarlet fine twined linen lord commanded moses,"(0, 0, 255)",0,0,255
645,blue,ses made breastplate cunning work like work ephod gold purple scarlet fine twined linen foursquare made bre,"(0, 0, 255)",0,0,255
646,blue,bind breastplate rings unto rings ephod lace might curious girdle ephod breastplate might,"(0, 0, 255)",0,0,255
647,blue,lord commanded moses made robe ephod woven work hole midst robe hole habergeon b,"(0, 0, 255)",0,0,255
648,blue,hole rend made upon hems robe pomegranates purple scarlet twined linen made bells pure gold pu,"(0, 0, 255)",0,0,255
649,blue,linen linen breeches fine twined linen girdle fine twined linen purple scarlet needlework lord commanded moses made,"(0, 0, 255)",0,0,255
650,blue,ke engravings signet holiness lord tied unto lace fasten high upon mitre lord commanded moses thus wo,"(0, 0, 255)",0,0,255
651,blue,nd shall put thereon covering badgers skins shall spread cloth wholly shall put staves thereof upon table shewbread shall spread,"(0, 0, 255)",0,0,255
652,blue,put staves thereof upon table shewbread shall spread cloth put thereon dishes spoons bowls covers cover withal,"(0, 0, 255)",0,0,255
653,blue,g badgers skins shall put staves thereof shall take cloth cover candlestick light lamps tongs snuffdishes,"(0, 0, 255)",0,0,255
654,blue,ins shall put upon bar upon golden altar shall spread cloth cover covering badgers skins shall put staves thereof,"(0, 0, 255)",0,0,255
655,blue,e instruments ministry wherewith minister sanctuary put cloth cover covering badgers skins shall put bar th,"(0, 0, 255)",0,0,255
656,blue,ents throughout generations put upon fringe borders ribband shall unto fringe ye may look upon remember,"(0, 0, 255)",0,0,255
657,blue,work gold silver brass iron purple crimson skill grave cunning men judah jerusalem w,"(0, 0, 255)",0,0,255
658,blue,work gold silver brass iron stone timber purple fine linen crimson also grave manner graving find ever,"(0, 0, 255)",0,0,255
659,blue,stood feet faces inward made vail purple crimson fine linen wrought cherubims thereon also made,"(0, 0, 255)",0,0,255
660,blue,n days court garden king palace white green hangings fastened cords fine linen purple silver rings pillars marble,"(0, 0, 255)",0,0,255
661,blue,ver rings pillars marble beds gold silver upon pavement red white black marble gave drink vessels gold vess,"(0, 0, 255)",0,0,255
662,blue,ushan palace mordecai went presence king royal apparel white great crown gold garment fine linen purple th,"(0, 0, 255)",0,0,255
